gene_id	KO1CT	KO1G	KO1NH	KO1NL	KO2CT	KO2G	KO2NH	KO2NL	KO3CT	KO3G	KO3NH	KO3NL	WT1CT	WT1G	WT1NH	WT1NL	WT2CT	WT2G	WT2NH	WT2NL	WT3CT	WT3G	WT3NH	WT3NL
Gm35355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35353	0	0	0	0	4	0	0	2	3	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0
Gm35352	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpst2	2769	2381	1227	2738	2646	2579	1195	2823	3003	2499	1234	2972	3116	1940	1336	2354	2859	2021	1131	2447	2723	1934	1341	2774
Tpst1	255	407	1061	326	182	466	1057	344	221	447	1214	322	298	869	1029	582	291	802	1102	601	233	836	1058	566
Gli2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gli3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gli1	25	20	5	22	25	18	13	24	24	18	9	15	44	13	9	17	26	8	7	11	36	16	9	23
Hscb	477	370	196	510	452	421	216	579	467	427	190	522	726	261	193	463	609	355	198	426	597	298	176	596
Ngf	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Ngb	12	9	8	7	17	16	12	5	8	14	29	10	13	17	38	13	15	17	19	10	12	13	21	14
Gm14066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilkap	1339	2159	1710	1965	1285	2097	1719	1890	1338	2260	1738	2089	1343	2008	1719	2042	1269	1968	1560	1856	1229	2128	1785	2111
Eln	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Gm14062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930471C04Rik	0	0	7	0	6	0	0	0	0	0	0	1	0	1	3	0	0	0	6	4	0	2	4	2
A230028O05Rik	0	0	0	2	2	2	2	0	8	2	0	0	2	0	0	0	2	0	0	2	8	0	1	0
4930428D20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A430035B10Rik	27	45	16	42	49	68	15	59	42	32	4	51	34	10	7	26	17	23	8	15	23	13	6	26
Fam228b	18	26	64	48	17	45	68	30	48	45	81	23	16	56	53	40	24	42	78	32	31	38	68	38
Fam228a	0	4	7	2	9	3	0	5	3	3	4	2	10	3	0	10	3	6	8	0	2	3	0	3
Cfh	2	0	0	0	0	2	0	0	3	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0
Cfi	0	0	6	4	0	4	12	4	0	0	6	0	0	6	4	3	0	1	3	3	3	3	4	2
Gm34916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34917	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	7	0	0	2
Cfd	0	7	2	1	2	19	0	3	0	2	3	0	4	15	2	0	0	4	0	4	2	106	0	6
Gm28548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34911	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0
Rai1	4910	6142	6184	4903	3867	5902	5964	5251	5176	5305	5972	5416	3821	5173	4168	5156	4308	5172	4348	4797	4771	5537	4393	4575
Rai2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm30209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30205	6	2	1	0	0	4	2	3	7	0	0	7	0	2	3	9	2	2	4	0	6	0	2	2
Cfp	218	92	101	117	211	155	117	122	184	137	115	117	258	109	144	144	292	136	138	134	245	149	162	124
7530416G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cgrrf1	144	96	57	81	121	87	45	84	118	76	53	118	267	85	95	97	188	74	73	89	199	50	70	87
Gm32518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46238	11	21	21	4	6	22	17	5	8	14	19	3	5	16	12	18	17	13	15	9	6	23	22	16
Cdc42bpg	803	693	838	464	1150	566	906	677	1064	562	644	529	800	485	587	684	917	441	597	626	905	492	591	474
Pdzd3	4	5	6	3	17	6	4	7	3	4	7	9	4	6	4	3	5	2	10	5	2	5	8	2
Pdzd2	40	21	20	22	49	34	6	14	29	23	16	33	31	25	29	23	60	19	20	24	42	19	13	37
Cdc42bpb	16	12	10	12	22	24	19	17	14	10	20	5	38	16	21	36	40	10	15	5	30	31	15	20
Gm32510	5	8	4	5	9	5	7	8	6	4	3	11	10	3	4	5	4	3	4	8	3	4	2	5
Gm32511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm32512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810414N06Rik	18	13	19	16	4	19	7	9	6	23	11	12	7	8	2	6	7	9	4	9	0	12	3	14
Gm32515	4	2	0	4	2	0	0	4	3	4	0	0	0	0	2	0	0	0	0	0	4	0	0	0
Pdzd9	13	10	6	15	7	15	14	8	5	10	6	10	19	9	13	7	11	12	5	11	15	14	6	10
Pdzd8	2445	2392	3563	2065	2502	2555	3727	2601	2490	2263	3835	2436	2814	2705	3681	2890	3129	2976	4583	2890	3137	3019	4691	2615
LOC105247298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G0s2	9	5	0	19	19	5	15	28	7	16	2	17	23	8	10	17	24	3	0	10	9	8	9	23
Kel	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0
Bak1	1166	2075	2276	1984	1039	2146	2129	2083	1072	2096	2496	2046	1599	2280	2386	2296	1586	2461	2242	2381	1339	2608	2264	2582
Efnb2	210	100	98	57	209	86	122	68	209	68	129	72	204	103	128	77	217	99	115	100	226	54	155	56
Gm21145	0	2	0	4	0	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Gm21149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankzf1	534	1068	241	1271	516	1078	354	1304	583	1050	271	1435	530	607	258	897	492	616	240	800	507	602	275	1239
E130114P18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830416I19Rik	47	46	5	52	51	54	6	62	58	34	3	70	25	8	0	25	32	18	6	17	44	11	0	29
Hoxa13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Hoxa11	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0
Hoxa10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Gm41611	0	0	4	0	0	0	0	0	0	0	0	4	4	0	2	0	2	2	0	0	2	0	0	0
Gm41610	33	37	65	29	46	55	64	40	35	48	54	28	32	41	60	35	34	44	41	34	29	44	37	44
Gm41613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41615	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41616	0	0	0	0	0	0	0	0	0	0	5	1	0	0	6	0	0	0	9	0	0	0	9	0
Arpc1b	7079	8040	4888	6739	7126	8422	5259	7239	7658	9101	4698	7046	9234	9297	5552	7225	8521	8847	6048	7759	7841	9187	5650	8033
Arpc1a	1110	1246	1022	1265	1183	1288	1202	1374	1181	1265	1045	1541	1399	1342	1294	1385	1247	1412	1168	1350	1270	1277	1242	1439
Chsy3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chsy1	660	1284	3020	1406	727	1311	3018	1383	595	1208	3233	1492	918	2000	3231	2446	900	2570	3585	2778	853	1916	3697	2046
Hmgb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rundc1	1108	1091	1025	1189	1037	1079	1066	1097	1030	1070	1036	1197	1390	1031	928	1242	1263	956	930	1145	1350	918	958	1189
4933429K18Rik	2	0	0	0	0	0	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapp1	1002	535	180	587	1079	553	194	668	984	539	160	633	1018	350	140	491	1053	316	181	384	1143	319	179	432
Gm51795	0	0	0	0	3	3	0	4	0	0	0	0	2	0	2	2	0	0	3	2	0	0	0	0
Gm51794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51797	22	7	10	8	36	8	5	14	12	5	3	11	20	3	4	10	10	4	8	5	17	10	7	6
Gm51796	59	41	12	49	125	34	9	43	96	44	11	66	57	7	8	24	60	18	8	40	88	15	17	34
Gm51791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm51793	1	0	0	0	1	2	1	2	0	1	2	2	3	0	2	0	2	3	1	2	2	2	0	1
Gm51792	4	0	3	0	3	3	2	4	4	3	3	4	5	1	3	0	8	7	3	3	10	5	0	4
Gm51799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52319	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C730036E19Rik	0	0	4	0	0	0	3	0	0	0	5	0	0	0	6	0	0	0	4	0	0	0	2	4
Kif19a	6	0	2	0	0	6	0	0	0	5	0	2	0	0	2	0	11	0	0	0	7	0	2	0
Telo2	499	1369	2040	765	422	1359	2087	932	527	1426	2110	864	423	1713	1953	1209	461	1643	1775	1195	492	1653	1891	1136
Paip2b	2022	1361	1921	1107	2019	1438	2158	1392	1937	1509	2196	1425	2404	1744	2084	1705	2573	1735	2162	1652	2400	1902	2221	1427
Gm14902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triqk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32341	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39830	0	4	17	4	0	8	7	2	0	0	5	3	0	3	9	0	0	4	3	3	0	2	3	3
Dab2	6	0	0	2	2	0	0	0	0	0	0	5	4	0	0	0	4	0	0	0	6	5	0	0
Rrbp1	2870	2712	3019	2261	3230	2866	2985	2344	2962	2754	2807	2459	3931	3370	3640	2707	4191	3509	3818	2861	3932	3335	3845	2843
AU022252	161	440	542	433	136	463	504	477	173	390	512	450	172	476	507	538	168	538	538	542	172	532	536	577
Gm4473	3	3	0	0	12	0	0	2	2	0	0	0	2	0	2	4	2	0	0	0	6	0	0	2
Olfr1377	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	2	2	0	0	2	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0
Olfr1373	11	6	17	6	40	5	13	11	9	6	15	13	3	13	13	24	4	9	18	21	11	6	12	19
Gm52314	0	6	16	7	0	7	9	12	4	15	7	4	7	7	9	13	0	20	0	10	3	9	4	4
Mlip	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm32344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4470	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsd1	7462	6344	4218	5653	5941	5633	4329	6421	8129	5007	4452	6751	4811	4945	4143	5612	5971	5000	4351	5039	6751	4988	4533	4838
Rfpl4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsd3	12225	10553	2633	15810	12765	10576	2521	15503	10780	8478	2236	16797	10334	4720	2013	11529	11641	5852	2045	10267	11804	4650	2175	11623
Nsd2	797	923	701	928	913	962	736	914	864	876	819	1030	779	846	834	878	826	1018	936	831	845	909	929	822
Plxdc2	31	87	37	70	48	98	53	85	53	68	57	90	42	82	53	96	48	98	37	92	49	80	42	75
Plxdc1	31	16	8	25	32	19	20	25	50	16	8	15	39	8	0	21	29	12	0	13	31	6	0	24
Gcc2	1039	1201	636	1324	1071	1217	585	1418	1073	1018	511	1428	882	836	586	1105	1185	865	638	898	1250	786	663	1027
5430427M07Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Timm17b	628	1472	1618	1335	655	1498	1467	1411	607	1512	1571	1265	697	1567	1624	1232	632	1565	1337	1339	549	1617	1477	1600
Gm44140	2	3	7	3	0	3	4	2	3	6	3	2	2	0	1	3	0	0	1	0	3	0	0	0
Timm17a	533	958	2255	828	526	888	2059	938	587	1001	2466	951	703	1481	2925	1346	665	1536	2512	1567	646	1619	2746	1363
Slc6a20b	4	2	0	2	4	5	0	0	0	0	0	4	5	0	2	0	0	0	2	0	0	3	0	3
Slc6a20a	0	0	0	1	2	0	1	0	0	0	0	2	0	0	0	0	2	0	2	0	4	0	0	0
Glrx5	494	1276	1939	892	507	1311	1888	969	539	1521	1928	1081	925	1993	2527	1246	787	1954	2207	1369	729	2050	2356	1301
Gm44148	5	7	3	5	5	4	3	9	4	5	3	9	13	8	5	1	5	4	0	5	0	2	2	2
Glrx2	357	528	571	468	372	630	554	612	329	627	601	583	418	628	583	497	375	656	505	512	335	627	546	568
Glrx3	1058	2992	5419	2494	1090	3187	5350	2720	1104	3564	5897	2588	1383	4782	6167	3435	1270	4758	5905	3588	1169	5018	6181	3784
Peli1	7747	7951	6487	8642	7710	8073	7111	9496	7719	7531	5796	9296	8118	6826	7854	8140	8793	9497	8997	9184	9297	7013	8847	7820
Peli3	20	7	0	13	16	9	0	6	7	8	0	7	5	0	2	0	9	0	0	0	10	0	0	4
Peli2	20	18	0	16	34	13	0	14	10	16	0	16	18	8	0	5	24	2	2	6	21	4	2	10
Prl4a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uncx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Lair1	160	24	9	47	99	26	11	40	151	25	16	58	200	25	3	23	148	27	10	26	134	18	11	25
2410002F23Rik	4860	9266	9863	5567	4500	9271	11011	6567	4974	9098	11267	6580	3995	11081	10766	8943	4343	11038	10318	8081	4739	11193	10803	7666
Bub1	59	55	40	44	47	60	48	54	45	37	24	55	75	50	34	54	65	56	44	46	62	41	36	54
Bub3	1626	2092	2437	2035	1497	2198	2503	2265	1482	2365	2890	2129	2234	2453	3006	2335	1922	2535	3054	2384	1897	2388	2815	2444
Gm40231	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim1	25437	17682	10100	21344	25975	17464	9362	22309	18730	11978	4319	22928	26909	14129	12308	21389	26591	21171	16372	25612	26817	13042	15335	19232
Ablim3	0	0	13	0	0	2	6	0	2	0	9	0	2	2	2	3	0	0	0	0	0	4	2	0
Ablim2	45	11	0	48	52	25	6	42	37	24	7	40	34	7	6	40	33	19	5	23	48	10	14	23
Gm38417	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm38416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crabp2	12	8	50	9	22	13	53	13	14	6	66	14	22	42	341	47	15	42	437	49	6	38	408	41
C330026H20Rik	4	6	6	11	12	20	3	24	5	9	5	25	8	4	0	10	4	0	2	9	20	11	0	14
Zgpat	1556	1881	1649	1925	1457	1776	1522	2131	1526	1827	1650	1983	1525	1726	1469	1861	1679	1612	1559	1794	1783	1589	1570	1770
LOC115488029	0	0	0	4	0	8	0	5	4	5	5	14	0	7	0	15	5	6	0	11	0	8	7	12
Gm38418	1	11	19	6	4	7	21	10	2	9	22	7	2	6	16	9	0	14	19	10	0	6	21	6
LOC115488023	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC115488027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI225912	68	81	72	86	64	72	65	84	55	88	77	80	63	83	43	94	56	68	62	70	72	81	32	69
Srpk1	5585	9140	5657	9270	5119	9118	5361	9495	5456	8575	5669	9771	4660	7117	5394	7706	5049	7040	5342	7266	5194	7255	5555	8584
Csnk2b	1966	3688	4445	3169	1519	3617	4366	3331	1750	3933	4820	3394	2550	4315	5177	4231	2205	4660	4601	4368	2176	4694	4721	4904
Srpk3	44	10	24	21	59	15	32	18	52	19	22	9	41	19	15	16	28	18	26	20	40	25	20	12
Srpk2	3201	2560	684	2949	3298	2518	613	3099	3371	2230	579	3263	2363	1335	359	2153	2458	1395	338	2069	2792	1090	315	2318
Gm36669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115488798	16	22	31	30	29	36	39	26	14	13	25	21	21	28	33	29	27	37	36	32	21	40	20	21
Gm36660	0	11	107	10	5	17	108	30	11	15	66	21	6	21	36	12	4	13	37	24	2	26	36	11
Gm36661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36665	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Rnf38	4931	3734	1031	4739	4697	3745	1003	4993	5152	3107	1043	5237	3757	2025	991	3433	4501	2323	964	3394	4666	1984	1065	3700
Rnf39	59	20	8	34	89	25	11	35	59	19	9	18	61	20	11	23	82	21	17	33	62	8	0	21
Ankrd16	993	1274	737	1201	738	1161	870	1274	992	1193	791	1351	742	977	684	1225	922	982	658	1079	1113	888	689	1276
Ankrd17	8669	7166	9070	5149	7134	6976	9326	5934	8306	6291	9961	5904	7010	8655	8536	8260	8720	8879	9566	7721	9292	8655	9832	6201
Rnf34	1589	714	363	760	1279	706	417	759	1599	676	327	795	1144	355	332	481	947	415	362	384	896	392	330	571
Ankrd12	2729	2819	915	3157	2895	2581	931	3379	2660	2270	776	3166	2623	2037	1202	2758	3098	2217	1696	2402	3012	2028	1590	2558
Ankrd10	2521	3017	2717	2615	2578	3067	2687	2926	2525	3106	2697	3084	3139	3399	3045	2781	3159	3092	2930	2824	3180	3303	3288	2668
Ankrd11	23718	19553	18148	17271	26268	18065	17609	19702	23791	14387	16232	18655	17081	16896	13309	20248	21760	18828	17380	20238	23790	17408	15796	17181
Ywhaz	20047	11271	10704	12129	19087	11427	11297	12803	19848	11351	11266	12089	20999	11580	11870	13647	20438	11818	11117	13808	18476	11856	11494	13078
9430018G01Rik	0	0	0	0	3	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	2	3	0	0
Ywhaq	3627	4674	3983	4112	3933	4626	4406	4355	3857	4438	4742	4502	4289	4993	5613	4344	4043	5085	6103	3979	3439	4943	6133	4767
Gm16677	0	2	5	2	0	2	6	2	2	1	5	0	0	1	4	2	0	0	2	2	0	3	2	0
Col9a3	35	70	116	74	82	78	120	56	83	63	119	60	43	89	97	88	67	82	97	84	46	86	92	79
Gm16675	33	122	84	84	30	67	74	78	36	112	90	101	27	79	41	101	40	101	46	98	30	116	65	81
Col9a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900024J01Rik	0	5	3	0	2	0	0	0	0	1	0	3	2	0	0	0	3	0	0	4	0	0	4	0
Ywhah	3967	4815	3233	4983	4415	5046	3196	4880	4417	4371	3223	5120	3255	3370	3557	3626	3146	4019	3603	3779	2848	3787	3626	4559
Rnf152	4	0	0	2	0	0	0	0	2	0	0	3	0	4	0	0	0	2	0	0	2	0	0	0
Bcl9l	7227	2238	632	3856	5931	2121	595	3977	6831	2221	465	3995	6323	1068	525	2535	7590	1198	529	2182	7849	1039	633	2236
Rnf150	3	0	0	0	0	0	0	0	2	0	2	0	13	2	5	2	5	0	0	5	8	0	4	0
Rnf151	11	5	2	0	4	0	3	6	0	4	6	1	0	2	11	3	0	0	12	2	6	4	0	2
Rnf157	612	3440	6047	3530	1354	4224	7490	4627	362	1876	3881	4264	528	2324	3001	2848	739	2630	3287	2757	938	4214	3193	4563
Ywhae	4988	7489	13305	7356	4690	7950	12536	8187	4854	8092	13828	8021	5905	9913	14693	9868	5781	10945	13524	10481	5112	10600	15537	10807
Gm10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10634	4	9	31	8	4	9	14	10	0	11	15	13	1	10	47	17	1	9	18	11	0	6	45	7
Gm10637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem106b	1729	1642	407	2349	1368	1800	417	2443	1811	1677	361	2625	1893	930	473	1672	1810	958	528	1390	1775	769	511	1673
Tmem106c	286	394	287	378	288	396	276	351	280	464	293	415	387	341	293	351	344	431	301	283	274	351	261	366
Tmem106a	87	77	48	94	90	58	45	77	70	66	33	80	107	81	52	110	108	80	33	56	94	58	37	83
Pcm1	3105	3649	2588	3138	3251	3426	2514	3357	3306	2742	2381	3557	2198	2793	2273	3115	2617	2793	2543	2808	2946	2905	2700	2968
Gm10639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10638	37	15	7	17	32	7	0	15	46	7	3	7	42	4	7	14	33	2	3	7	34	4	4	11
Cdyl	292	483	695	524	275	576	715	454	355	595	742	500	314	622	784	540	411	617	812	511	402	662	863	518
Grid2ip	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pi16	0	0	4	0	2	1	5	10	0	2	2	0	6	0	2	0	0	0	0	2	0	2	2	2
Pi15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp248	33	13	5	19	29	13	9	8	33	19	7	29	29	15	12	25	41	12	12	15	55	8	5	31
Gap43	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmbox1	4047	3327	2125	3213	3497	3004	2061	3438	4157	2377	1979	3470	2428	2155	1735	3027	3191	2212	1855	2745	3690	2105	1970	2551
Golph3	5791	3386	2888	3477	6103	3672	2933	3952	6027	3051	3004	3921	6403	2907	2918	3757	6163	3078	3053	3534	6182	3042	3237	3651
Olfr282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12290	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100044068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cisd3	196	206	316	171	219	195	291	169	206	225	326	160	359	349	323	208	236	385	310	200	221	295	299	250
Foxd2os	40	39	7	61	39	33	11	76	39	46	10	67	36	35	8	65	45	26	17	25	49	24	7	62
Pear1	926	739	289	964	1271	704	314	996	922	637	291	991	802	307	177	577	848	343	206	513	994	297	224	627
4933430I17Rik	30	19	27	19	31	18	32	26	29	27	46	7	27	16	26	27	22	23	13	33	17	10	12	26
Mbd3l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Mbd3l2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0
4930430F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl41	34618	31814	38235	34303	33883	36001	35493	37200	32959	41644	37093	33185	57761	40566	51164	26851	48269	38769	40531	34571	38852	38244	44172	43348
Manba	450	287	81	382	353	287	98	444	394	329	104	374	352	203	116	361	329	171	117	319	454	204	140	279
Rlbp1	3	0	1	2	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	0	0	0
Rabgef1	786	705	745	712	1004	648	748	706	1022	628	717	702	1068	631	757	783	1060	684	832	750	1035	640	848	781
Bcat2	580	646	601	620	467	643	661	611	570	628	702	616	644	651	700	567	566	671	727	538	634	653	708	651
Bcat1	5	1473	4905	1015	7	1478	4861	1158	14	1654	5573	1200	16	3231	6674	2737	0	3634	7534	2830	11	3513	7432	2299
3300002I08Rik	305	390	190	383	305	341	195	403	418	261	167	429	238	268	155	479	290	228	200	391	356	224	210	301
Ube4bos3	90	46	14	53	110	48	19	65	71	54	14	47	54	24	12	41	85	25	17	35	97	31	18	42
Trex2	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	2	0	2	0	0	0	2	4
Vps35l	1469	1231	399	1429	1360	1239	401	1453	1458	1250	493	1412	1161	862	379	1140	1253	798	411	1103	1272	859	417	1228
Trex1	202	169	131	624	209	839	120	626	201	441	129	150	176	101	72	59	538	383	76	93	145	390	178	43
Gm12295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2900057B20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf5a	1354	1535	2373	1378	1145	1662	2438	1666	1113	1907	2745	1504	1962	2663	3389	2193	1611	2536	3038	2112	1538	2632	3323	2493
Gm4311	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfpl1	1151	1063	1065	1108	1075	1132	928	1255	968	1192	1129	1241	1298	1044	1063	1060	1220	1138	1014	1151	1295	1078	1043	1221
